LINKID,M0_19,M0_24,M0_30,M0_40,M0_50,M4_19,M4_24,M4_30,M4_40,M4_50,M5_19,M5_24,M5_30,M5_40,M5_50,M6_19,M6_24,M6_30,M6_40,M6_50,M7_19,M7_24,M7_30,M7_40,M7_50,M8_19,M8_24,M8_30,M8_40,M8_50,M9_19,M9_24,M9_30,M9_40,M9_50
5862_11360,64,76,0,0,464,64,76,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5862_20110,154,177,175,420,1130,154,177,175,206,74,0,0,0,213,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5863_11360,84,99,0,0,464,84,99,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5863_5524,43,53,0,0,360,43,53,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5866_8285,0,0,0,0,365,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5867_7847,0,0,0,0,411,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5885_9682,12,13,14,17,21,12,13,14,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5886_5885,12,13,14,17,21,12,13,14,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5887_5886,12,13,14,17,21,12,13,14,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5888_5220,0,0,0,0,410,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5889_10999,76,80,297,311,366,76,80,11,16,17,0,0,285,295,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5891_4711,89,93,0,0,615,89,93,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5893_11435,16,27,26,23,287,16,27,26,23,21,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5894_11119,91,112,133,165,381,91,112,133,165,46,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5895_11140,367,371,221,285,740,367,371,221,285,66,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5895_6791,168,158,0,0,198,168,158,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5896_6533,24,23,0,0,268,24,23,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5897_7791,0,0,0,0,300,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5899_11359,0,0,0,126,160,0,0,0,0,0,0,0,0,126,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5900_4909,127,148,145,157,159,127,148,145,157,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5905_11133,0,0,83,98,148,0,0,0,0,0,0,0,83,98,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5905_6100,0,0,83,98,148,0,0,0,0,0,0,0,83,98,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5906_11165,0,0,0,0,56,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5906_11166,0,0,83,98,148,0,0,0,0,0,0,0,83,98,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5906_7982,0,0,78,93,95,0,0,0,0,0,0,0,78,93,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5907_11079,0,0,78,93,95,0,0,0,0,0,0,0,78,93,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5907_5919,0,0,78,93,95,0,0,0,0,0,0,0,78,93,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5916_5551,8,7,8,12,10,8,7,8,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5917_7969,0,0,0,0,236,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5919_11298,0,0,78,93,95,0,0,0,0,0,0,0,78,93,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5923_4377,140,144,148,145,163,140,144,148,145,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5925_4380,119,126,142,148,104,119,126,142,148,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5928_7782,88,91,98,107,58,88,91,98,107,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5929_7481,222,300,431,657,1487,222,300,168,219,64,0,0,262,438,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5929_7954,155,213,172,220,88,155,213,172,220,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5929_9993,147,195,412,630,1281,147,195,150,192,68,0,0,262,438,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5935_5394,140,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5935_5936,0,163,161,174,178,0,163,161,174,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5936_11099,130,150,144,156,158,130,150,144,156,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5954_6003,0,0,0,0,298,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5954_8585,0,0,0,0,289,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5965_11435,16,27,27,24,302,16,27,27,24,13,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5969_11329,9,10,11,13,320,9,10,11,13,10,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5969_5970,0,0,0,0,298,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5970_6003,0,0,0,0,298,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5974_10754,0,0,461,484,515,0,0,0,0,0,0,0,461,484,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5978_10397,20,21,32,35,36,20,21,32,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5982_7869,38,50,508,534,576,38,50,29,31,34,0,0,478,503,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5991_9253,26,25,27,35,50,0,0,0,0,0,0,0,0,0,0,26,25,27,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6002_6706,0,0,0,0,266,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6002_6733,0,0,0,0,266,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6006_6024,0,0,0,1,17,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6016_5449,52,67,77,91,103,52,67,77,91,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6021_9995,0,0,0,0,836,0,0,0,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6024_5851,0,0,0,1,17,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6038_20016,277,282,0,0,0,277,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6051_6052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6052_6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6065_5451,154,168,0,0,0,154,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6066_11021,149,163,121,103,109,149,163,121,103,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6068_10708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6090_9595,53,57,80,87,49,53,57,80,87,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6162_4989,191,221,250,195,627,191,221,250,195,62,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6171_6172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6172_10330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6179_6337,208,203,225,597,632,208,203,225,120,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,509
6179_6364,208,203,225,597,632,208,203,225,120,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,509
6184_3727,0,0,0,0,496,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6190_7224,0,0,0,0,75,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6191_8086,0,0,0,0,156,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6193_10235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6195_4580,0,0,0,0,174,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6198_6199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6199_6193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6202_10325,473,477,849,853,776,473,477,443,463,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,389,376
6208_10655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6212_10654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6221_4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6222_6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6230_11749,0,0,577,513,574,0,0,0,0,0,0,0,577,513,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6231_6230,176,187,203,212,190,176,187,203,212,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6235_4985,212,220,233,236,500,212,220,233,236,80,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6253_5868,76,103,0,0,0,76,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6254_10858,48,67,0,0,0,48,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6260_9945,372,373,256,240,219,372,373,256,240,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6264_5777,253,293,678,654,1255,253,293,231,187,73,0,0,447,467,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6266_7819,62,67,64,76,91,62,67,64,76,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6270_10853,50,57,78,97,73,50,57,78,97,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6273_6270,50,57,78,97,73,50,57,78,97,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6275_10865,16,16,0,0,239,16,16,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6276_11267,12,11,0,0,221,12,11,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6276_6277,12,11,0,0,221,12,11,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6277_11294,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6278_11093,0,0,0,0,193,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6279_5809,50,50,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6280_11287,50,50,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6281_6280,51,52,0,0,0,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6282_6281,51,52,0,0,0,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6283_6282,58,59,0,0,0,58,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6283_6286,61,56,76,85,55,61,56,76,85,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6284_6283,119,115,76,85,55,119,115,76,85,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6286_5811,61,56,76,85,55,61,56,76,85,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6290_6933,57,57,58,67,73,57,57,58,67,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6291_6298,254,241,245,580,634,254,241,245,136,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,492
6291_6314,254,241,245,582,634,254,241,245,136,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,492
6295_6798,0,0,0,0,239,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6296_10798,0,0,0,0,193,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6298_6407,262,249,250,584,638,262,249,250,140,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,492
6301_6314,264,254,261,585,636,264,254,261,148,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,483
6301_6319,264,258,270,612,637,264,258,270,157,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,475
6310_6313,44,51,63,81,115,0,0,0,0,0,0,0,0,0,0,44,51,63,81,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6313_9262,39,45,62,81,103,0,0,0,0,0,0,0,0,0,0,39,45,62,81,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6319_6320,45,48,45,46,49,45,48,45,46,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6319_8923,219,211,226,574,597,219,211,226,121,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,473
6320_6328,58,64,62,59,61,58,64,62,59,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6320_9655,104,113,108,105,111,104,113,108,105,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6325_11659,376,1403,1179,1194,4324,376,249,0,0,0,0,1154,1179,1194,1138,0,0,0,0,0,0,0,0,0,3185,0,0,0,0,0,0,0,0,0,0
6325_20127,0,2208,2352,2483,5636,0,0,0,0,0,0,2208,2352,2483,2464,0,0,0,0,0,0,0,0,0,3171,0,0,0,0,0,0,0,0,0,0
6327_4903,173,189,860,1033,1184,173,189,0,0,0,0,0,860,1033,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6328_8698,58,64,62,59,61,58,64,62,59,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6329_6469,205,210,225,598,619,205,210,225,121,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,509
6329_6470,219,211,226,574,597,219,211,226,121,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,473
6337_8672,208,203,225,597,632,208,203,225,120,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,509
6339_6360,111,127,141,634,712,111,127,141,100,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,610
6339_6375,111,127,141,634,712,111,127,141,100,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,610
6343_6722,77,103,105,125,67,77,103,105,125,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6355_10918,0,0,0,613,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,722
6355_6357,297,311,368,860,1002,297,311,368,246,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,722
6355_6361,299,313,369,246,280,299,313,369,246,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6357_9671,294,310,368,861,1003,294,310,368,247,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,722
6360_6364,111,127,141,634,712,111,127,141,100,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,610
6361_6362,299,313,369,246,280,299,313,369,246,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6362_10911,311,324,372,244,255,311,324,372,244,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6364_10911,309,320,365,233,241,309,320,365,233,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6365_6368,89,97,95,91,100,89,97,95,91,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6368_6395,133,141,145,144,157,133,141,145,144,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6372_6574,77,90,105,117,317,77,90,105,117,50,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6372_9597,77,90,105,117,317,77,90,105,117,50,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6375_10918,123,140,156,652,734,123,140,156,118,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,610
6375_5887,12,13,14,17,21,12,13,14,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378_7099,21,23,142,164,150,21,23,0,0,0,0,0,142,164,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378_8789,21,23,79,90,69,21,23,0,0,0,0,0,79,90,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6379_6381,213,213,254,730,858,213,213,254,145,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,700
6379_9671,308,326,390,923,1091,308,326,390,315,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,726
6381_7836,213,213,254,731,859,213,213,254,145,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,700
6382_6383,218,218,260,753,890,218,218,260,148,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,727
6382_7400,213,213,254,731,859,213,213,254,145,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,700
6383_6425,217,224,270,548,622,217,224,270,180,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,430
6384_8608,160,170,180,195,214,160,170,180,195,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6385_6379,123,147,180,215,256,123,147,180,215,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6385_6387,187,215,268,330,407,123,147,180,215,256,0,0,0,0,0,63,68,88,114,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6385_9259,37,42,60,78,100,0,0,0,0,0,0,0,0,0,0,37,42,60,78,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6387_8608,187,215,268,330,407,123,147,180,215,256,0,0,0,0,0,63,68,88,114,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6388_10835,229,245,276,316,372,165,177,188,201,221,0,0,0,0,0,63,68,88,114,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6388_6433,265,288,313,360,400,265,288,313,360,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6389_8748,21,23,50,57,38,21,23,0,0,0,0,0,50,57,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6389_8789,21,23,79,90,69,21,23,0,0,0,0,0,79,90,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6391_6384,160,170,180,186,204,160,170,180,186,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6392_6393,138,146,152,151,167,138,146,152,151,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6393_6391,142,152,159,161,178,142,152,159,161,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6394_6651,70,73,87,92,93,70,73,87,92,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6395_9653,138,146,151,150,166,138,146,151,150,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6396_7309,249,259,390,407,455,249,259,0,0,0,0,0,390,407,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6400_4903,86,93,406,465,537,86,93,0,0,0,0,0,406,465,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6406_6416,0,396,401,409,413,0,396,401,409,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6406_9379,0,609,864,975,1062,0,120,118,138,158,0,0,0,0,0,0,488,745,836,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6406_9429,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6409_6410,0,513,505,509,518,0,513,505,509,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6409_9308,0,510,685,795,861,0,101,99,116,131,0,0,0,0,0,0,409,585,679,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6409_9422,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6410_9304,0,282,273,270,275,0,282,273,270,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6413_6417,48,54,65,85,189,48,54,65,85,27,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6414_6413,44,49,59,79,186,44,49,59,79,26,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6416_9383,0,228,229,236,240,0,228,229,236,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6417_6418,71,79,94,125,239,71,79,94,125,38,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6418_9660,71,79,94,125,239,71,79,94,125,38,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6420_6422,80,87,103,135,251,80,87,103,135,43,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6422_6423,84,92,106,139,255,84,92,106,139,47,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6423_7692,0,0,0,0,207,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6423_9666,84,92,106,139,47,84,92,106,139,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6425_6430,267,295,350,437,501,267,295,350,437,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
